Jahr;OPS_Code;Beschreibung;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt
2021;OPS-5-491;    Operative Behandlung von Analfisteln;308;36;23;83;137;172;889;1536;2048;2066;2121;1949;2484;2293;1646;1248;756;435;269;69;16;1;20585;7;2;6;18;28;52;371;644;914;957;940;929;929;762;515;382;222;134;110;27;10;3;7962;315;38;29;101;165;224;1260;2180;2962;3023;3061;2878;3413;3055;2161;1630;978;569;379;96;26;4;28547
2021;OPS-5-492;    Exzision/Destruktion v. erkr. Gewebe d. Analkanals;18;22;7;25;56;76;518;788;1034;990;998;947;1208;1189;969;798;544;354;310;95;28;3;10977;11;13;7;11;36;74;339;538;683;758;819;874;946;901;706;593;415;329;323;162;45;7;8590;29;35;14;36;92;150;857;1326;1717;1748;1817;1821;2154;2090;1675;1391;959;683;633;257;73;10;19567
2021;OPS-5-493;    Operative Behandlung von Hämorrhoiden;-;1;6;8;20;52;359;935;1622;2063;2191;2248;2767;2818;2223;1620;1242;958;852;356;83;6;22430;-;-;-;-;13;33;223;414;875;1190;1338;1416;1773;1763;1467;1284;1120;1005;1147;550;217;44;15872;-;1;6;8;33;85;582;1349;2497;3253;3529;3664;4540;4581;3690;2904;2362;1963;1999;906;300;50;38302
2021;OPS-5-494;    Durchtrennung des Sphincter ani (Spinkterotomie);-;-;-;-;-;-;1;12;5;9;7;6;5;7;13;4;10;4;3;4;-;-;90;-;-;-;-;-;-;1;4;2;10;6;7;6;8;2;2;2;3;3;1;1;-;58;-;-;-;-;-;-;2;16;7;19;13;13;11;15;15;6;12;7;6;5;1;-;148
2021;OPS-5-495;    Prim. plast. Rekonstruktion b. anorektalen Anomal.;177;25;9;2;1;-;3;5;3;8;2;5;5;5;8;5;2;3;3;-;-;-;271;157;17;5;-;-;1;3;3;3;6;6;5;3;10;10;5;1;1;3;2;1;-;242;334;42;14;2;1;1;6;8;6;14;8;10;8;15;18;10;3;4;6;2;1;-;513
2021;OPS-5-496;    Rekonstruktion des Anus und des Sphinkterapparates;14;15;3;12;14;13;99;160;221;228;263;237;301;241;199;146;82;54;32;11;-;-;2345;10;5;6;3;2;2;43;87;142;142;124;122;150;125;77;67;36;31;37;17;10;2;1240;24;20;9;15;16;15;142;247;363;370;387;359;451;366;276;213;118;85;69;28;10;2;3585
2021;OPS-5-497;    Konstruktion des Anus (bei kongenitalen Fehlbild.);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-5-499;    Andere Operationen am Anus;200;87;48;15;24;12;74;128;132;166;152;156;192;243;228;178;164;129;104;37;8;1;2478;113;85;23;12;10;7;52;69;95;83;122;103;109;166;123;131;88;102;103;54;26;4;1680;313;172;71;27;34;19;126;197;227;249;274;259;301;409;351;309;252;231;207;91;34;5;4158
2021;OPS-5-500;    Inzision der Leber;1;1;1;-;-;-;4;6;4;8;25;20;38;73;99;87;96;93;98;54;7;2;717;-;-;1;-;1;-;2;7;13;7;14;17;30;35;41;68;48;57;68;56;17;5;487;1;1;2;-;1;-;6;13;17;15;39;37;68;108;140;155;144;150;166;110;24;7;1204
2021;OPS-5-501;    Lok. Exzision/Destruktion v. erkr. Gewebe d. Leber;17;8;8;4;7;6;32;57;73;106;177;267;586;919;1088;1286;1322;1036;781;209;31;3;8023;14;14;-;12;13;13;44;75;133;169;319;352;700;975;939;1004;1070;888;819;253;58;7;7871;31;22;8;16;20;19;76;132;206;275;496;619;1286;1894;2027;2290;2392;1924;1600;462;89;10;15894
2021;OPS-5-502;    Anatomische (typische) Leberresektion;2;5;6;2;8;3;15;36;46;64;79;131;274;436;588;689;628;493;284;55;5;-;3849;5;12;2;5;2;4;29;43;67;95;138;148;245;360;344;361;420;327;221;54;5;-;2887;7;17;8;7;10;7;44;79;113;159;217;279;519;796;932;1050;1048;820;505;109;10;-;6736
2021;OPS-5-503;    Leberteilresektion u. Hepatektomie (z.Transplant.);-;-;-;-;-;-;3;1;8;6;4;1;2;7;1;1;-;-;-;-;-;-;34;-;-;-;-;-;-;4;5;5;5;2;3;3;8;-;3;1;1;-;-;-;-;40;-;-;-;-;-;-;7;6;13;11;6;4;5;15;1;4;1;1;-;-;-;-;74
2021;OPS-5-504;    Lebertransplantation;18;19;4;6;2;2;2;8;17;20;25;36;76;84;94;71;9;1;-;-;-;-;494;19;13;7;4;3;3;6;5;11;19;23;27;32;54;43;39;2;2;-;-;-;-;312;37;32;11;10;5;5;8;13;28;39;48;63;108;138;137;110;11;3;-;-;-;-;806
2021;OPS-5-505;    Rekonstruktion der Leber;26;4;2;7;13;24;46;57;44;55;66;66;137;208;234;244;221;238;207;105;23;5;2032;8;9;2;9;7;6;29;39;57;56;74;69;138;129;133;164;187;159;167;81;28;3;1554;34;13;4;16;20;30;75;96;101;111;140;135;275;337;367;408;408;397;374;186;51;8;3586
2021;OPS-5-506;    Implantation u.Ä.e.Katheterverweilsyst.i.Leberart.;-;-;-;-;-;-;-;-;1;1;1;1;1;-;2;4;8;3;-;-;-;-;22;-;-;-;-;-;-;-;-;-;1;4;-;1;6;4;3;-;7;1;-;-;-;27;-;-;-;-;-;-;-;-;1;2;5;1;2;6;6;7;8;10;1;-;-;-;49
2021;OPS-5-509;    Andere Operationen an der Leber;9;5;2;2;-;1;5;6;6;10;12;16;42;53;80;99;59;55;49;11;4;-;526;10;4;-;1;4;1;4;9;9;12;25;33;48;57;50;51;45;42;43;18;3;-;469;19;9;2;3;4;2;9;15;15;22;37;49;90;110;130;150;104;97;92;29;7;-;995
2021;OPS-5-510;    Cholezystotomie und Cholezystostomie;3;1;-;-;3;-;3;3;4;6;10;12;15;17;15;15;22;22;25;14;3;-;193;-;-;-;3;2;2;4;3;9;14;8;12;21;14;22;16;13;17;26;20;11;2;219;3;1;-;3;5;2;7;6;13;20;18;24;36;31;37;31;35;39;51;34;14;2;412
2021;OPS-5-511;    Cholezystektomie;12;4;20;58;154;174;814;1537;2651;3260;3900;4530;6717;8451;8516;9036;8772;7580;7534;3088;727;85;77620;19;14;20;191;444;606;2871;4882;7087;7401;7522;7877;10689;12239;11447;10287;9153;7442;7959;3786;1132;208;113276;31;18;40;249;598;780;3685;6419;9738;10661;11422;12407;17406;20690;19963;19323;17925;15022;15493;6874;1859;293;190896
2021;OPS-5-512;    Biliodigestive Anastomose;32;14;5;3;-;-;4;10;10;20;31;41;121;173;210;305;265;219;213;63;12;1;1752;43;15;12;4;2;-;5;6;17;17;24;37;80;115;141;162;199;201;202;79;18;2;1381;75;29;17;7;2;-;9;16;27;37;55;78;201;288;351;467;464;420;415;142;30;3;3133
2021;OPS-5-513;    Endoskopische Operationen an den Gallengängen;3;20;54;100;199;143;582;1156;1900;2573;3337;4555;7899;11391;13984;15662;18123;17837;22917;12113;3849;638;139035;15;20;54;165;228;252;1350;2358;3527;3248;3479;4457;6766;9240;10916;13446;15593;17658;27030;19289;8551;1927;149569;18;40;108;265;427;395;1932;3514;5427;5821;6816;9012;14665;20631;24900;29108;33716;35495;49947;31402;12400;2565;288604
2021;OPS-5-514;    Andere Operationen an den Gallengängen;6;39;21;30;22;27;47;53;114;120;228;305;599;890;1141;1263;1190;961;951;448;78;7;8540;21;52;20;13;20;10;49;61;117;150;148;227;350;593;609;793;691;794;913;418;109;20;6178;27;91;41;43;42;37;96;114;231;270;376;532;949;1483;1750;2056;1881;1755;1864;866;187;27;14718
2021;OPS-5-515;    Exzision/Resektion v.erkrankt.Gewebe d.Gallengänge;7;7;3;2;1;-;4;4;6;13;12;9;34;52;72;99;102;80;69;13;2;1;592;10;7;1;1;2;1;2;4;7;8;7;18;28;36;52;67;76;77;45;21;3;-;473;17;14;4;3;3;1;6;8;13;21;19;27;62;88;124;166;178;157;114;34;5;1;1065
2021;OPS-5-516;    Andere Rekonstruktion der Gallengänge;2;1;1;-;1;-;2;9;12;10;20;18;52;77;89;119;92;93;90;41;10;1;740;1;-;-;1;4;-;4;6;17;22;19;28;38;42;53;65;75;91;89;32;13;2;602;3;1;1;1;5;-;6;15;29;32;39;46;90;119;142;184;167;184;179;73;23;3;1342
2021;OPS-5-517;    Einlegen/Wechseln v.selbstexp. Stents i.d.Galleng.;-;-;-;-;-;-;-;-;2;5;9;14;20;36;43;56;62;58;51;26;3;2;387;-;-;-;-;-;-;-;2;5;1;6;7;11;30;23;29;52;51;56;25;11;-;309;-;-;-;-;-;-;-;2;7;6;15;21;31;66;66;85;114;109;107;51;14;2;696
2021;OPS-5-518;    OP an Sphincter Oddi und Papilla duodeni major;1;-;-;1;-;-;-;1;1;3;1;9;10;26;20;24;31;31;41;8;4;-;212;-;-;-;-;-;1;1;2;2;2;3;6;13;13;22;22;24;27;41;22;15;-;216;1;-;-;1;-;1;1;3;3;5;4;15;23;39;42;46;55;58;82;30;19;-;428
2021;OPS-5-519;    Andere Operationen an Gallenblase und Gallengängen;3;3;1;1;-;-;-;2;1;9;9;12;13;40;39;60;62;50;35;16;6;-;362;7;-;1;-;1;-;1;3;4;5;8;6;15;24;28;35;32;29;40;9;4;1;253;10;3;2;1;1;-;1;5;5;14;17;18;28;64;67;95;94;79;75;25;10;1;615
2021;OPS-5-520;    Inzision des Pankreas;-;-;-;-;-;-;1;2;5;6;10;15;14;26;32;24;20;22;9;1;-;-;187;-;-;-;-;-;-;-;1;3;3;1;5;8;10;13;10;12;12;16;3;1;-;98;-;-;-;-;-;-;1;3;8;9;11;20;22;36;45;34;32;34;25;4;1;-;285
2021;OPS-5-521;    Lok. Exzision/Destruktion v.erkr.Gewebe d.Pankreas;1;-;1;5;2;1;4;15;6;22;22;47;69;91;98;92;63;58;44;8;1;1;651;-;-;-;-;2;-;2;4;9;12;11;25;30;51;54;65;51;42;37;8;-;-;403;1;-;1;5;4;1;6;19;15;34;33;72;99;142;152;157;114;100;81;16;1;1;1054
2021;OPS-5-522;    Marsupialisation einer Pankreaszyste;-;-;-;-;-;-;-;-;-;2;4;2;4;2;4;1;1;1;-;1;-;-;22;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;3;4;3;4;2;5;1;1;1;-;1;-;-;25
2021;OPS-5-523;    Innere Drainage des Pankreas;-;2;1;1;-;1;5;1;10;15;20;38;51;43;57;57;58;37;26;12;-;-;435;2;2;2;3;1;1;4;3;5;3;8;11;15;30;32;36;43;32;34;9;2;1;279;2;4;3;4;1;2;9;4;15;18;28;49;66;73;89;93;101;69;60;21;2;1;714
2021;OPS-5-524;    Partielle Resektion des Pankreas;3;-;1;6;1;2;14;22;34;67;117;188;366;662;798;830;939;754;604;132;7;-;5547;4;-;4;4;9;6;15;20;39;52;97;148;274;456;576;625;722;774;674;116;6;-;4621;7;-;5;10;10;8;29;42;73;119;214;336;640;1118;1374;1455;1661;1528;1278;248;13;-;10168
2021;OPS-5-525;    (Totale) Pankreatektomie;-;-;-;-;-;-;3;5;5;10;23;23;71;105;125;136;158;134;66;13;1;-;878;-;-;-;-;-;-;-;-;3;5;9;19;21;57;88;101;121;122;107;14;1;-;668;-;-;-;-;-;-;3;5;8;15;32;42;92;162;213;237;279;256;173;27;2;-;1546
2021;OPS-5-526;    Endoskopische Operationen am Pankreasgang;-;1;2;31;34;22;75;123;256;440;466;693;963;1387;1603;1338;1330;1125;1238;552;152;25;11856;-;2;5;26;38;27;179;258;337;299;355;418;696;878;963;930;1195;1100;1529;812;341;71;10459;-;3;7;57;72;49;254;381;593;739;821;1111;1659;2265;2566;2268;2525;2225;2767;1364;493;96;22315
2021;OPS-5-527;    Anastomose des Ductus pancreaticus;-;-;-;-;-;-;-;-;1;3;1;2;13;14;12;10;10;12;10;2;-;-;90;-;-;1;-;-;-;-;-;2;-;2;1;1;7;6;7;5;6;4;1;-;-;43;-;-;1;-;-;-;-;-;3;3;3;3;14;21;18;17;15;18;14;3;-;-;133
2021;OPS-5-528;    Transplantation von Pankreas(gewebe);-;-;-;-;-;-;-;3;-;6;8;4;9;3;1;2;1;-;-;-;-;-;37;-;-;-;-;-;-;-;-;8;10;6;4;2;2;-;-;2;-;-;-;-;-;34;-;-;-;-;-;-;-;3;8;16;14;8;11;5;1;2;3;-;-;-;-;-;71
2021;OPS-5-529;    Andere Operationen am Pankreas und am Pankreasgang;-;1;6;18;5;18;27;72;119;192;245;339;532;563;571;487;395;266;279;66;8;2;4211;-;1;5;13;9;5;32;34;82;93;96;109;167;257;294;309;293;240;229;69;25;4;2366;-;2;11;31;14;23;59;106;201;285;341;448;699;820;865;796;688;506;508;135;33;6;6577
2021;OPS-5-530;    Verschluss einer Hernia inguinalis;5197;2224;728;216;296;430;1777;2478;3443;4389;5557;7054;11318;14846;15032;13987;14165;12790;11845;4775;1127;159;133833;906;305;176;53;53;72;271;337;486;597;650;799;950;1042;1107;1198;1451;1959;2291;1251;441;105;16500;6103;2529;904;269;349;502;2048;2815;3929;4986;6207;7853;12268;15888;16139;15185;15616;14749;14136;6026;1568;264;150333
2021;OPS-5-531;    Verschluss einer Hernia femoralis;12;5;3;-;9;7;29;35;51;73;90;109;194;273;286;258;247;235;247;124;31;4;2322;4;1;3;1;9;9;40;39;66;84;113;130;180;212;235;265;285;416;498;344;145;30;3109;16;6;6;1;18;16;69;74;117;157;203;239;374;485;521;523;532;651;745;468;176;34;5431
2021;OPS-5-534;    Verschluss einer Hernia umbilicalis;276;154;107;46;77;94;421;740;1404;2015;2564;3252;4974;6127;5591;4291;3424;2424;1859;550;120;21;40531;112;134;92;36;56;52;248;511;1137;1461;1378;1156;1362;1363;1230;1099;1018;872;1087;529;194;43;15170;388;288;199;82;133;146;669;1251;2541;3476;3942;4408;6336;7490;6821;5390;4442;3296;2946;1079;314;64;55701
2021;OPS-5-535;    Verschluss einer Hernia epigastrica;6;25;14;11;7;5;65;133;255;327;398;424;681;738;612;419;348;255;180;60;24;2;4989;6;29;15;3;12;9;43;109;280;413;375;363;467;571;457;388;346;289;283;125;51;13;4647;12;54;29;14;19;14;108;242;535;740;773;787;1148;1309;1069;807;694;544;463;185;75;15;9636
2021;OPS-5-536;    Verschluss einer Narbenhernie;36;30;9;10;5;15;76;187;361;520;765;1098;1862;2698;2787;2675;2415;1807;1366;399;98;15;19234;20;12;10;8;13;21;85;222;554;841;1068;1319;1732;2111;2326;2410;2303;2055;1944;863;195;42;20154;56;42;19;18;18;36;161;409;915;1361;1833;2417;3594;4809;5113;5085;4718;3862;3310;1262;293;57;39388
2021;OPS-5-537;    Verschluss kongenitaler Bauchwanddefekte;155;5;1;-;-;-;-;-;2;1;-;5;-;1;1;3;3;-;2;1;-;-;180;137;4;3;-;-;-;-;-;-;1;-;1;1;-;1;3;1;2;1;1;-;-;156;292;9;4;-;-;-;-;-;2;2;-;6;1;1;2;6;4;2;3;2;-;-;336
2021;OPS-5-538;    Verschluss einer Hernia diaphragmatica;117;17;9;14;8;5;47;105;194;206;244;318;463;527;492;389;330;228;163;43;10;2;3931;81;19;8;2;8;3;43;75;180;237;324;438;625;817;934;992;941;719;582;206;41;9;7284;198;36;17;16;16;8;90;180;374;443;568;756;1088;1344;1426;1381;1271;947;745;249;51;11;11215
2021;OPS-5-539;    Verschluss anderer abdominaler Hernien;5;7;4;2;1;6;25;67;81;77;98;147;191;274;310;259;302;204;241;78;19;2;2400;1;3;1;2;2;1;22;55;108;114;147;158;198;193;234;198;203;208;249;127;49;17;2290;6;10;5;4;3;7;47;122;189;191;245;305;389;467;544;457;505;412;490;205;68;19;4690
2021;OPS-5-540;    Inzision der Bauchwand;38;11;9;13;10;10;33;30;39;64;71;76;129;144;155;197;168;113;107;42;14;1;1474;19;10;4;5;11;6;30;62;112;103;133;102;148;143;162;142;146;130;140;69;28;3;1708;57;21;13;18;21;16;63;92;151;167;204;178;277;287;317;339;314;243;247;111;42;4;3182
2021;OPS-5-541;    Laparotomie und Eröffnung des Retroperitoneums;774;189;123;151;152;154;476;490;680;865;1104;1462;2598;3997;4889;5239;5123;4363;4247;1754;522;67;39419;529;140;95;104;97;94;347;643;1205;1239;1278;1549;2322;3196;3849;4068;4201;4313;5063;2636;965;234;38167;1303;329;218;255;249;248;823;1133;1885;2104;2382;3011;4920;7193;8738;9307;9324;8676;9310;4390;1487;301;77586
2021;OPS-5-542;    Exzision/Destruktion v. erkr. Gewebe der Bauchwand;43;19;11;19;35;28;126;88;111;133;190;215;387;555;589;531;486;368;364;142;34;4;4478;22;13;5;15;26;16;98;199;301;320;364;293;377;481;484;480;505;420;513;226;75;11;5244;65;32;16;34;61;44;224;287;412;453;554;508;764;1036;1073;1011;991;788;877;368;109;15;9722
2021;OPS-5-543;    Exzision und Destruktion von peritonealem Gewebe;15;41;71;85;50;45;200;211;298;375;451;666;1050;1550;1536;1573;1380;1151;948;332;88;15;12131;15;32;52;49;107;176;1113;1902;2424;2124;1732;1780;2381;3166;3161;3082;2850;2367;2143;715;211;31;31613;30;73;123;134;157;221;1313;2113;2722;2499;2183;2446;3431;4716;4697;4655;4230;3518;3091;1047;299;46;43744
2021;OPS-5-545;    Verschluss von Bauchwand und Peritoneum;67;26;13;15;16;25;79;80;135;161;219;314;547;896;1076;1169;1145;936;876;360;95;8;8258;53;16;9;11;12;8;50;116;148;192;188;209;368;516;647;664;706;717;780;361;107;20;5898;120;42;22;26;28;33;129;196;283;353;407;523;915;1412;1723;1833;1851;1653;1656;721;202;28;14156
2021;OPS-5-546;    Plast. Rekonstruktion von Bauchwand u. Peritoneum;96;45;27;27;22;22;106;104;174;201;254;327;549;797;846;791;783;634;493;172;48;7;6525;38;24;9;11;14;13;70;214;450;574;568;508;636;670;599;636;581;470;468;204;66;19;6842;134;69;36;38;36;35;176;318;624;775;822;835;1185;1467;1445;1427;1364;1104;961;376;114;26;13367
2021;OPS-5-547;    Resektion von Gewebe in der Bauchregion;6;8;8;5;4;3;12;11;22;32;36;41;57;93;95;122;112;70;61;19;6;-;823;5;9;7;3;13;14;77;134;187;189;182;164;263;375;356;345;304;253;208;55;10;2;3155;11;17;15;8;17;17;89;145;209;221;218;205;320;468;451;467;416;323;269;74;16;2;3978
2021;OPS-5-549;    Andere Bauchoperationen;113;97;74;127;128;93;254;377;446;574;621;730;1142;1536;1557;1646;1434;1193;1157;431;101;13;13844;75;62;68;120;142;188;645;922;1229;1226;1083;1025;1264;1274;1280;1215;1040;984;1086;493;124;22;15567;188;159;142;247;270;281;899;1299;1675;1800;1704;1755;2406;2810;2837;2861;2474;2177;2243;924;225;35;29411
2021;OPS-5-55--5-59;  Operationen an den Harnorganen;1422;2460;1328;844;682;819;4073;5930;8179;9410;11058;13595;22107;33307;40649;45884;49311;46288;49425;22244;6255;866;376136;452;1310;655;417;517;653;3205;5211;7472;8381;9258;10685;15105;18306;18950;19453;18552;17241;18446;8405;2475;449;185598;1874;3770;1983;1261;1199;1472;7278;11141;15651;17791;20316;24280;37212;51613;59599;65337;67863;63529;67871;30649;8730;1315;561734
2021;OPS-5-550;    Perkutan-transren.Nephrotomie, Nephrostomie u.Ä.;79;25;47;33;78;75;511;903;1434;1761;2066;2361;3471;4377;4624;4247;3919;3053;3261;1508;430;36;38299;18;28;29;33;57;84;389;682;917;1143;1185;1407;1965;2517;2391;2347;2006;1482;1716;801;224;37;21458;97;53;76;66;135;159;900;1585;2351;2904;3251;3768;5436;6894;7015;6594;5925;4535;4977;2309;654;73;59757
2021;OPS-5-551;    Offen chirurgische Nephrotomie, Nephrostomie u.Ä.;28;19;10;5;2;1;6;2;11;9;20;18;29;31;44;46;57;39;35;27;5;2;446;13;6;4;5;2;1;6;2;10;14;18;21;31;43;39;49;30;22;26;13;3;-;358;41;25;14;10;4;2;12;4;21;23;38;39;60;74;83;95;87;61;61;40;8;2;804
2021;OPS-5-552;    Exzision/Destruktion von (erkr.) Gewebe der Niere;1;4;2;3;4;-;1;9;14;18;44;54;131;213;289;328;360;312;266;111;17;-;2181;1;5;-;4;3;4;4;13;17;33;48;57;84;153;151;171;171;136;190;58;12;2;1317;2;9;2;7;7;4;5;22;31;51;92;111;215;366;440;499;531;448;456;169;29;2;3498
2021;OPS-5-553;    Partielle Resektion der Niere;7;16;5;3;5;3;11;16;61;93;179;294;557;885;1008;1123;930;763;485;73;4;-;6521;17;30;9;5;6;5;12;28;35;54;128;171;290;427;493;557;559;450;328;59;5;-;3668;24;46;14;8;11;8;23;44;96;147;307;465;847;1312;1501;1680;1489;1213;813;132;9;-;10189
2021;OPS-5-554;    Nephrektomie;25;67;32;19;15;13;35;46;81;121;161;266;525;873;1022;1181;1038;930;897;264;36;3;7650;26;53;21;15;9;12;35;45;76;137;175;205;387;563;645;719;689;667;713;254;44;6;5496;51;120;53;34;24;25;70;91;157;258;336;471;912;1436;1667;1900;1727;1597;1610;518;80;9;13146
2021;OPS-5-555;    Nierentransplantation;-;18;11;15;13;3;22;50;75;90;84;105;135;186;138;197;97;23;8;-;-;-;1270;-;7;9;12;13;5;14;28;48;59;50;63;69;99;90;102;30;7;-;-;-;-;705;-;25;20;27;26;8;36;78;123;149;134;168;204;285;228;299;127;30;8;-;-;-;1975
2021;OPS-5-557;    Rekonstruktion der Niere;213;137;93;51;34;41;103;93;80;61;76;82;96;156;151;119;113;91;55;14;3;-;1862;60;69;41;26;44;21;64;71;73;83;101;89;143;165;154;160;139;95;80;14;6;-;1698;273;206;134;77;78;62;167;164;153;144;177;171;239;321;305;279;252;186;135;28;9;-;3560
2021;OPS-5-559;    Andere Operationen an der Niere;7;8;1;4;1;6;6;8;14;22;21;40;41;103;106;95;74;77;51;19;-;1;705;2;5;1;3;2;1;8;14;14;17;20;19;50;63;51;64;54;45;38;8;6;-;485;9;13;2;7;3;7;14;22;28;39;41;59;91;166;157;159;128;122;89;27;6;1;1190
2021;OPS-5-560;    Transurethr.u.perkutan-transren. Erweit. d.Ureters;30;25;11;19;38;42;214;426;614;695;829;998;1291;1697;1859;1799;1635;1475;1585;703;203;15;16203;6;10;12;11;23;44;191;259;364;439;439;514;766;960;1121;1073;1009;857;1172;659;205;40;10174;36;35;23;30;61;86;405;685;978;1134;1268;1512;2057;2657;2980;2872;2644;2332;2757;1362;408;55;26377
2021;OPS-5-561;    Inzision/Resektion/Erweiterung des Ureterostiums;46;15;6;5;9;11;39;71;96;101;138;151;238;334;342;369;371;387;421;190;45;7;3392;66;42;5;5;2;7;30;35;73;60;64;94;117;151;155;143;134;109;156;81;38;4;1571;112;57;11;10;11;18;69;106;169;161;202;245;355;485;497;512;505;496;577;271;83;11;4963
2021;OPS-5-562;    Ureterotomie,perk.-transren.,transurethr.Steinbeh.;1;15;38;55;121;221;1405;2472;3645;4166;4642;5157;6809;7543;6609;5180;4055;2524;2171;723;146;14;57712;1;11;13;38;124;177;891;1326;1884;1915;1927;1993;2883;3142;2751;2503;1824;1386;1347;568;156;28;26888;2;26;51;93;245;398;2296;3798;5529;6081;6569;7150;9692;10685;9360;7683;5879;3910;3518;1291;302;42;84600
2021;OPS-5-563;    Exzision/Destruktion v.erkr. Gewebe d.Ureters u.Ä.;8;9;6;4;2;2;9;13;12;27;37;40;86;153;231;302;308;320;336;116;20;2;2043;4;19;6;1;1;2;9;21;46;52;49;65;83;113;145;168;151;158;191;57;11;2;1354;12;28;12;5;3;4;18;34;58;79;86;105;169;266;376;470;459;478;527;173;31;4;3397
2021;OPS-5-564;    Kutane Harnableitung durch Ureterokutaneostomie;64;49;3;3;2;1;1;3;-;1;-;7;17;49;83;153;175;224;354;112;20;2;1323;25;20;-;-;1;-;-;-;1;2;9;6;16;39;54;65;101;125;137;66;6;2;675;89;69;3;3;3;1;1;3;1;3;9;13;33;88;137;218;276;349;491;178;26;4;1998
2021;OPS-5-565;    Kutane Harnableitung mit Darminterponat (Conduit);1;2;1;1;-;-;2;3;5;15;21;37;95;273;493;705;912;836;633;111;5;-;4151;-;-;-;-;1;-;-;5;9;12;22;42;82;165;243;300;276;304;229;48;5;-;1743;1;2;1;1;1;-;2;8;14;27;43;79;177;438;736;1005;1188;1140;862;159;10;-;5894
2021;OPS-5-566;    Kutane Harnableitung mit Darmreservoir;-;3;10;8;9;1;3;7;4;2;5;3;11;16;32;24;28;13;9;1;-;-;189;-;-;7;9;7;2;9;10;9;14;12;10;24;20;42;26;10;13;4;2;-;-;230;-;3;17;17;16;3;12;17;13;16;17;13;35;36;74;50;38;26;13;3;-;-;419
2021;OPS-5-567;    Interne Harnableitung über den Darm;-;-;1;-;-;-;-;-;1;-;1;1;1;4;5;2;11;3;2;1;-;-;33;-;-;-;-;-;-;-;-;1;-;1;1;2;2;3;1;2;2;2;1;-;-;18;-;-;1;-;-;-;-;-;2;-;2;2;3;6;8;3;13;5;4;2;-;-;51
2021;OPS-5-568;    Rekonstruktion des Ureters;55;264;74;32;7;4;15;31;44;47;67;65;97;197;150;247;217;165;97;25;1;-;1901;47;411;179;50;18;10;20;49;81;115;146;172;180;192;193;212;150;123;102;37;9;-;2496;102;675;253;82;25;14;35;80;125;162;213;237;277;389;343;459;367;288;199;62;10;-;4397
2021;OPS-5-569;    Andere Operationen am Ureter;57;146;43;25;15;9;50;60;101;97;133;171;375;591;669;724;743;576;453;146;28;4;5216;27;351;129;49;43;68;608;1322;1833;1762;1726;1799;1987;2023;2008;1927;1639;1322;1115;382;86;10;22216;84;497;172;74;58;77;658;1382;1934;1859;1859;1970;2362;2614;2677;2651;2382;1898;1568;528;114;14;27432
2021;OPS-5-570;    Endoskop.Entf.v.Steinen,Fremdk,Tampon.d.Harnblase;1;6;9;7;10;14;74;85;82;152;174;276;564;1266;2011;2879;3570;3797;4723;2546;892;147;23285;-;8;2;4;4;6;40;41;63;68;72;78;181;250;290;337;359;440;690;537;278;69;3817;1;14;11;11;14;20;114;126;145;220;246;354;745;1516;2301;3216;3929;4237;5413;3083;1170;216;27102
2021;OPS-5-571;    Zystotomie (Sectio alta);12;8;7;6;4;2;8;7;6;7;14;17;32;49;85;121;162;167;160;80;22;-;976;-;2;5;2;2;1;2;5;2;10;6;4;15;14;19;21;24;19;27;24;4;-;208;12;10;12;8;6;3;10;12;8;17;20;21;47;63;104;142;186;186;187;104;26;-;1184
2021;OPS-5-572;    Zystostomie;230;358;203;135;85;73;208;239;347;389;521;794;1668;3261;4633;5753;6549;6355;7370;3946;1445;249;44811;37;102;60;43;32;29;100;175;289;303;313;374;699;894;1046;1112;1220;1379;1528;799;283;68;10885;267;460;263;178;117;102;308;414;636;692;834;1168;2367;4155;5679;6865;7769;7734;8898;4745;1728;317;55696
2021;OPS-5-573;    Transur.Inzision/Exzision u.Ä. v.Gew. d.Harnblase;8;10;10;9;11;7;79;122;212;369;654;1175;3137;6389;9868;12585;15199;15647;17713;8368;2201;284;94057;2;4;2;3;8;25;68;101;172;240;362;581;1171;1935;2789;3285;3713;3940;4852;2585;779;130;26747;10;14;12;12;19;32;147;223;384;609;1016;1756;4308;8324;12657;15870;18912;19587;22565;10953;2980;414;120804
