ZE;Bezeichnung;ZED;OPS-Kode;OPS-Text;Betrag
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.34;8-800.k2;158 bis unter 170 Apherese-Thrombozytenkonzentrate;57.000,63 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.35;8-800.k3;170 bis unter 182 Apherese-Thrombozytenkonzentrate;61.249,13 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.36;8-800.k4;182 bis unter 194 Apherese-Thrombozytenkonzentrate;65.497,62 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.37;8-800.k5;194 bis unter 210 Apherese-Thrombozytenkonzentrate;70.100,16 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.38;8-800.k6;210 bis unter 226 Apherese-Thrombozytenkonzentrate;75.764,82 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.39;8-800.k7;226 bis unter 242 Apherese-Thrombozytenkonzentrate;81.429,48 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.40;8-800.k8;242 bis unter 258 Apherese-Thrombozytenkonzentrate;87.094,14 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.41;8-800.k9;258 bis unter 274 Apherese-Thrombozytenkonzentrate;92.758,79 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.42;8-800.ka;274 bis unter 294 Apherese-Thrombozytenkonzentrate;98.777,49 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.43;8-800.kb;294 bis unter 314 Apherese-Thrombozytenkonzentrate;105.858,32 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.44;8-800.kc;314 bis unter 334 Apherese-Thrombozytenkonzentrate;112.939,14 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.45;8-800.kd;334 bis unter 354 Apherese-Thrombozytenkonzentrate;120.019,97 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.46;8-800.ke;354 bis unter 374 Apherese-Thrombozytenkonzentrate;127.100,79 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.47;8-800.kf;374 oder mehr Apherese-Thrombozytenkonzentrate;134.181,61 €
ZE151;Gabe von Abatacept, intravenös;;;Applikation von Medikamenten, Liste 3: Abatacept, intravenös;Applikation von Medikamenten, Liste 3: Abatacept, intravenös
ZE151;Gabe von Abatacept, intravenös;ZE151.016);6-003.s0;125 mg bis unter 250 mg;306,72 €
ZE151;Gabe von Abatacept, intravenös;ZE151.026);6-003.s1;250 mg bis unter 500 mg;613,43 €
ZE151;Gabe von Abatacept, intravenös;ZE151.03;6-003.s2;500 mg bis unter 750 mg;920,15 €
ZE151;Gabe von Abatacept, intravenös;ZE151.04;6-003.s3;750 mg bis unter 1.000 mg;1.380,23 €
ZE151;Gabe von Abatacept, intravenös;ZE151.05;6-003.s4;1.000 mg bis unter 1.250 mg;1.840,30 €
ZE151;Gabe von Abatacept, intravenös;ZE151.06;6-003.s5;1.250 mg bis unter 1.500 mg;2.300,38 €
ZE151;Gabe von Abatacept, intravenös;ZE151.07;6-003.s6;1.500 mg bis unter 1.750 mg;2.760,45 €
ZE151;Gabe von Abatacept, intravenös;ZE151.08;6-003.s7;1.750 mg bis unter 2.000 mg;3.220,53 €
ZE151;Gabe von Abatacept, intravenös;ZE151.09;6-003.s8;2.000 mg bis unter 2.250 mg;3.680,60 €
ZE151;Gabe von Abatacept, intravenös;ZE151.10;6-003.s9;2.250 mg bis unter 2.500 mg;4.140,68 €
ZE151;Gabe von Abatacept, intravenös;ZE151.11;6-003.sa;2.500 mg bis unter 2.750 mg;4.600,75 €
ZE151;Gabe von Abatacept, intravenös;ZE151.12;6-003.sb;2.750 mg bis unter 3.000 mg;5.060,83 €
ZE151;Gabe von Abatacept, intravenös;ZE151.13;6-003.sc;3.000 mg oder mehr;5.520,90 €
ZE152;Perkutan-transluminale Fremdkörperentfernung und Thrombektomie an intrakraniellen Gefäßen unter Verwendung eines Stentretriever-Systems;;8-836.60;(Perkutan-)transluminale Gefäßintervention: Fremdkörperentfernung: Gefäße intrakraniell;
ZE152;Perkutan-transluminale Fremdkörperentfernung und Thrombektomie an intrakraniellen Gefäßen unter Verwendung eines Stentretriever-Systems;;8-836.80;(Perkutan-)transluminale Gefäßintervention: Thrombektomie: Gefäße intrakraniell;
ZE152;Perkutan-transluminale Fremdkörperentfernung und Thrombektomie an intrakraniellen Gefäßen unter Verwendung eines Stentretriever-Systems;ZE152.01;8-83b.84;Zusatzinformationen zu Materialien: Verwendung eines Mikrodrahtretriever- oder Stentretriever-Systems zur Thrombektomie oder Fremdkörperentfernung: 1 Stentretriever-System;1.682,24 €
ZE152;Perkutan-transluminale Fremdkörperentfernung und Thrombektomie an intrakraniellen Gefäßen unter Verwendung eines Stentretriever-Systems;ZE152.02;8-83b.85;Zusatzinformationen zu Materialien: Verwendung eines Mikrodrahtretriever- oder Stentretriever-Systems zur Thrombektomie oder Fremdkörperentfernung: 2 Stentretriever-Systeme;3.364,48 €
ZE152;Perkutan-transluminale Fremdkörperentfernung und Thrombektomie an intrakraniellen Gefäßen unter Verwendung eines Stentretriever-Systems;ZE152.03;8-83b.86;Zusatzinformationen zu Materialien: Verwendung eines Mikrodrahtretriever- oder Stentretriever-Systems zur Thrombektomie oder Fremdkörperentfernung: 3 oder mehr Stentretriever-Systeme;5.046,72 €
ZE153;Zügeloperation mit alloplastischem Material, adjustierbar;;5-594.31;Suprapubische (urethrovesikale) Zügeloperation [Schlingenoperation]: Mit alloplastischem Material: Adjustierbar;siehe Anlage 2
ZE154;Gabe von Eculizumab, parenteral;;;Applikation von Medikamenten, Liste 3: Eculizumab, parenteral;Applikation von Medikamenten, Liste 3: Eculizumab, parenteral
ZE154;Gabe von Eculizumab, parenteral;ZE154.01;6-003.h0;300 mg bis unter 600 mg;5.369,91 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.02;6-003.h1;600 mg bis unter 900 mg;10.739,82 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.03;6-003.h2;900 mg bis unter 1.200 mg;16.109,73 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.04;6-003.h3;1.200 mg bis unter 1.500 mg;21.479,64 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.05;6-003.h4;1.500 mg bis unter 1.800 mg;26.849,55 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.06;6-003.h5;1.800 mg bis unter 2.100 mg;32.219,46 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.07;6-003.h6;2.100 mg bis unter 2.400 mg;37.589,37 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.08;6-003.h7;2.400 mg bis unter 2.700 mg;42.959,28 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.09;6-003.h8;2.700 mg bis unter 3.000 mg;48.329,19 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.10;6-003.h9;3.000 mg bis unter 3.300 mg;53.699,10 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.11;6-003.ha;3.300 mg bis unter 3.600 mg;59.069,01 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.12;6-003.hb;3.600 mg bis unter 3.900 mg;64.438,92 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.13;6-003.hc;3.900 mg bis unter 4.200 mg;69.808,83 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.14;6-003.hd;4.200 mg bis unter 4.500 mg;75.178,74 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.15;6-003.he;4.500 mg bis unter 4.800 mg;80.548,65 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.16;6-003.hf;4.800 mg bis unter 5.100 mg;85.918,56 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.17;6-003.hg;5.100 mg bis unter 5.400 mg;91.288,47 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.18;6-003.hh;5.400 mg bis unter 5.700 mg;96.658,38 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.19;6-003.hj;5.700 mg bis unter 6.000 mg;102.028,29 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.20;;Siehe weitere Differenzierung ZE154.21 bis ZE154.31;
ZE154;Gabe von Eculizumab, parenteral;ZE154.21;6-003.hm;6.000 mg bis unter 6.600 mg;110.083,16 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.22;6-003.hn;6.600 mg bis unter 7.200 mg;120.822,98 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.23;6-003.hp;7.200 mg bis unter 7.800 mg;131.562,80 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.24;6-003.hq;7.800 mg bis unter 8.400 mg;142.302,62 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.25;6-003.hr;8.400 mg bis unter 9.600 mg;155.727,39 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.26;6-003.hs;9.600 mg bis unter 10.800 mg;177.207,03 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.27;6-003.ht;10.800 mg bis unter 13.200 mg;207.636,52 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.28;6-003.hu;13.200 mg bis unter 15.600 mg;250.595,80 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.29;6-003.hv;15.600 mg bis unter 20.400 mg;307.874,84 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.30;6-003.hw;20.400 mg bis unter 25.200 mg;393.793,40 €
ZE154;Gabe von Eculizumab, parenteral;ZE154.31;6-003.hz;25.200 mg oder mehr;479.711,96 €
ZE156;Gabe von Decitabin, parenteral;;;Applikation von Medikamenten, Liste 4: Decitabin, parenteral;Applikation von Medikamenten, Liste 4: Decitabin, parenteral
ZE156;Gabe von Decitabin, parenteral;ZE156.01;6-004.40;30 mg bis unter 60 mg;905,83 €
ZE156;Gabe von Decitabin, parenteral;ZE156.02;6-004.41;60 mg bis unter 90 mg;1.685,94 €
ZE156;Gabe von Decitabin, parenteral;ZE156.03;6-004.42;90 mg bis unter 120 mg;2.408,49 €
ZE156;Gabe von Decitabin, parenteral;ZE156.04;6-004.43;120 mg bis unter 150 mg;3.131,04 €
ZE156;Gabe von Decitabin, parenteral;ZE156.05;6-004.44;150 mg bis unter 180 mg;3.853,58 €
ZE156;Gabe von Decitabin, parenteral;ZE156.06;6-004.45;180 mg bis unter 210 mg;4.576,13 €
ZE156;Gabe von Decitabin, parenteral;ZE156.07;6-004.46;210 mg bis unter 240 mg;5.298,68 €
ZE156;Gabe von Decitabin, parenteral;ZE156.08;6-004.47;240 mg bis unter 270 mg;6.021,23 €
ZE156;Gabe von Decitabin, parenteral;ZE156.09;6-004.48;270 mg bis unter 300 mg;6.743,77 €
ZE156;Gabe von Decitabin, parenteral;ZE156.10;6-004.49;300 mg bis unter 330 mg;7.466,32 €
ZE156;Gabe von Decitabin, parenteral;ZE156.11;6-004.4a;330 mg bis unter 360 mg;8.188,87 €
ZE156;Gabe von Decitabin, parenteral;ZE156.12;6-004.4b;360 mg bis unter 390 mg;8.911,41 €
ZE156;Gabe von Decitabin, parenteral;ZE156.13;6-004.4c;390 mg bis unter 420 mg;9.633,96 €
ZE156;Gabe von Decitabin, parenteral;ZE156.14;6-004.4d;420 mg bis unter 450 mg;10.356,51 €
ZE156;Gabe von Decitabin, parenteral;ZE156.15;6-004.4e;450 mg bis unter 480 mg;11.079,05 €
ZE156;Gabe von Decitabin, parenteral;ZE156.16;6-004.4f;480 mg bis unter 510 mg;11.801,60 €
ZE156;Gabe von Decitabin, parenteral;ZE156.17;6-004.4g;510 mg oder mehr;12.524,15 €
ZE157;Gabe von Tocilizumab, intravenös;;;Applikation von Medikamenten, Liste 5: Tocilizumab, intravenös;Applikation von Medikamenten, Liste 5: Tocilizumab, intravenös
ZE157;Gabe von Tocilizumab, intravenös;ZE157.016);6-005.m0;80 mg bis unter 200 mg;326,75 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.026);6-005.m1;200 mg bis unter 320 mg;653,50 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.03;6-005.m2;320 mg bis unter 480 mg;980,24 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.04;6-005.m3;480 mg bis unter 640 mg;1.415,91 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.05;6-005.m4;640 mg bis unter 800 mg;1.846,48 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.06;6-005.m5;800 mg bis unter 960 mg;2.217,26 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.07;6-005.m6;960 mg bis unter 1.120 mg;2.722,90 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.08;6-005.m7;1.120 mg bis unter 1.280 mg;3.158,56 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.09;6-005.m8;1.280 mg bis unter 1.440 mg;3.594,23 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.10;6-005.m9;1.440 mg bis unter 1.600 mg;4.029,89 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.11;6-005.ma;1.600 mg bis unter 1.760 mg;4.465,56 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.12;6-005.mb;1.760 mg bis unter 1.920 mg;4.901,22 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.13;6-005.mc;1.920 mg bis unter 2.080 mg;5.336,88 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.14;;Siehe weitere Differenzierung ZE157.15 bis ZE157.29;
ZE157;Gabe von Tocilizumab, intravenös;ZE157.15;6-005.me;2.080 mg bis unter 2.400 mg;5.881,46 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.16;6-005.mf;2.400 mg bis unter 2.720 mg;6.752,79 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.17;6-005.mg;2.720 mg bis unter 3.040 mg;7.624,12 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.18;6-005.mh;3.040 mg bis unter 3.360 mg;8.495,45 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.19;6-005.mj;3.360 mg bis unter 3.680 mg;9.366,78 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.20;6-005.mk;3.680 mg bis unter 4.000 mg;10.238,10 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.21; ;Siehe weitere Differenzierung ZE157.22 bis ZE157.29;
ZE157;Gabe von Tocilizumab, intravenös;ZE157.22;6-005.mn;4.000 mg bis unter 4.640 mg;11.327,26 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.23;6-005.mp;4.640 mg bis unter 5.280 mg;13.069,92 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.24;6-005.mq;5.280 mg bis unter 5.920 mg;14.812,58 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.25;6-005.mr;5.920 mg bis unter 6.560 mg;16.555,23 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.26;6-005.ms;6.560 mg bis unter 7.200 mg;18.297,89 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.27;6-005.mt;7.200 mg bis unter 7.840 mg;20.040,54 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.28;6-005.mu;7.840 mg bis unter 8.480 mg;21.783,20 €
ZE157;Gabe von Tocilizumab, intravenös;ZE157.29;6-005.mv;8.480 mg oder mehr;23.525,86 €
ZE158;Vagusnervstimulationssysteme, mit Sondenimplantation;;5-059.c8;Implantation oder Wechsel eines Neurostimulators zur Stimulation des peripheren Nervensystems mit Implantation oder Wechsel einer Neurostimulationselektrode: Vagusnervstimulationssystem;siehe Anlage 2
ZE159;Vagusnervstimulationssysteme, ohne Sondenimplantation;;5-059.d8;Wechsel eines Neurostimulators zur Stimulation des peripheren Nervensystems ohne Wechsel einer Neurostimulationselektrode: Vagusnervstimulationssystem;siehe Anlage 2
ZE161;Radiofrequenzablation Ösophagus;;5-422.55;Lokale Exzision und Destruktion von erkranktem Gewebe des Ösophagus: Destruktion, endoskopisch: Radiofrequenzablation;siehe Anlage 2
ZE162;Erhöhter Pflegeaufwand bei pflegebedürftigen Patienten (DRG-Tabelle;;;Pflegebedürftigkeit im Sinne § 14 SGB XI und Pflegegrad gemäß § 15 SGB XI;Pflegebedürftigkeit im Sinne § 14 SGB XI und Pflegegrad gemäß § 15 SGB XI
ZE162;Erhöhter Pflegeaufwand bei pflegebedürftigen Patienten (DRG-Tabelle;;9-984.8;Pflegebedürftig nach Pflegegrad 3;siehe Anlage 2
ZE162;Erhöhter Pflegeaufwand bei pflegebedürftigen Patienten (DRG-Tabelle;;9-984.9;Pflegebedürftig nach Pflegegrad 4;siehe Anlage 2
ZE162;Erhöhter Pflegeaufwand bei pflegebedürftigen Patienten (DRG-Tabelle;;9-984.a;Pflegebedürftig nach Pflegegrad 5;siehe Anlage 2
ZE163;Erhöhter Pflegeaufwand bei pflegebedürftigen Patienten (DRG-Tabelle;;;Pflegebedürftigkeit im Sinne § 14 SGB XI und Pflegegrad gemäß § 15 SGB XI;Pflegebedürftigkeit im Sinne § 14 SGB XI und Pflegegrad gemäß § 15 SGB XI
ZE163;Erhöhter Pflegeaufwand bei pflegebedürftigen Patienten (DRG-Tabelle;;9-984.8;Pflegebedürftig nach Pflegegrad 3;siehe Anlage 2
ZE163;Erhöhter Pflegeaufwand bei pflegebedürftigen Patienten (DRG-Tabelle;;9-984.9;Pflegebedürftig nach Pflegegrad 4;siehe Anlage 2
ZE163;Erhöhter Pflegeaufwand bei pflegebedürftigen Patienten (DRG-Tabelle;;9-984.a;Pflegebedürftig nach Pflegegrad 5;siehe Anlage 2
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;;;Transfusion von Vollblut, Erythrozytenkonzentrat und Thrombozytenkonzentrat: Pathogeninaktiviertes Thrombozytenkonzentrat;Transfusion von Vollblut, Erythrozytenkonzentrat und Thrombozytenkonzentrat: Pathogeninaktiviertes Thrombozytenkonzentrat
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.016);8-800.h1;2 pathogeninaktivierte Thrombozytenkonzentrate;688,17 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.026);8-800.h2;3 pathogeninaktivierte Thrombozytenkonzentrate;1.032,25 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.03;8-800.h3;4 pathogeninaktivierte Thrombozytenkonzentrate;1.376,34 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.04;8-800.h4;5 pathogeninaktivierte Thrombozytenkonzentrate;1.720,42 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.05;8-800.h5;6 bis unter 8 pathogeninaktivierte Thrombozytenkonzentrate;2.236,55 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.06;8-800.h6;8 bis unter 10 pathogeninaktivierte Thrombozytenkonzentrate;2.924,72 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.07;8-800.h7;10 bis unter 12 pathogeninaktivierte Thrombozytenkonzentrate;3.612,89 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.08;8-800.h8;12 bis unter 14 pathogeninaktivierte Thrombozytenkonzentrate;4.301,06 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.09;8-800.h9;14 bis unter 16 pathogeninaktivierte Thrombozytenkonzentrate;4.989,23 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.10;8-800.ha;16 bis unter 18 pathogeninaktivierte Thrombozytenkonzentrate;5.677,40 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.11;8-800.hb;18 bis unter 20 pathogeninaktivierte Thrombozytenkonzentrate;6.365,57 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.12;8-800.hc;20 bis unter 24 pathogeninaktivierte Thrombozytenkonzentrate;7.225,78 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.13;8-800.hd;24 bis unter 28 pathogeninaktivierte Thrombozytenkonzentrate;8.602,12 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.14;8-800.he;28 bis unter 32 pathogeninaktivierte Thrombozytenkonzentrate;9.978,46 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.15;8-800.hf;32 bis unter 36 pathogeninaktivierte Thrombozytenkonzentrate;11.354,80 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.16;8-800.hg;36 bis unter 40 pathogeninaktivierte Thrombozytenkonzentrate;12.731,14 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.17;8-800.hh;40 bis unter 46 pathogeninaktivierte Thrombozytenkonzentrate;14.279,52 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.18;8-800.hj;46 bis unter 52 pathogeninaktivierte Thrombozytenkonzentrate;16.344,03 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.19;8-800.hk;52 bis unter 58 pathogeninaktivierte Thrombozytenkonzentrate;18.408,54 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.20;8-800.hm;58 bis unter 64 pathogeninaktivierte Thrombozytenkonzentrate;20.473,05 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.21;8-800.hn;64 bis unter 70 pathogeninaktivierte Thrombozytenkonzentrate;22.537,55 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.22;8-800.hp;70 bis unter 78 pathogeninaktivierte Thrombozytenkonzentrate;24.774,11 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.23;8-800.hq;78 bis unter 86 pathogeninaktivierte Thrombozytenkonzentrate;27.526,78 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.24;8-800.hr;86 bis unter 94 pathogeninaktivierte Thrombozytenkonzentrate;30.279,46 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.25;8-800.hs;94 bis unter 102 pathogeninaktivierte Thrombozytenkonzentrate;33.032,14 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.26;8-800.ht;102 bis unter 110 pathogeninaktivierte Thrombozytenkonzentrate;35.784,82 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.27;8-800.hu;110 bis unter 118 pathogeninaktivierte Thrombozytenkonzentrate;38.537,50 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.28;8-800.hv;118 bis unter 126 pathogeninaktivierte Thrombozytenkonzentrate;41.290,18 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.29;8-800.hz;126 bis unter 134 pathogeninaktivierte Thrombozytenkonzentrate;44.042,85 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.30;8-800.n0;134 bis unter 146 pathogeninaktivierte Thrombozytenkonzentrate;47.139,62 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.31;8-800.n1;146 bis unter 158 pathogeninaktivierte Thrombozytenkonzentrate;51.268,64 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.32;8-800.n2;158 bis unter 170 pathogeninaktivierte Thrombozytenkonzentrate;55.397,65 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.33;8-800.n3;170 bis unter 182 pathogeninaktivierte Thrombozytenkonzentrate;59.526,67 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.34;8-800.n4;182 bis unter 194 pathogeninaktivierte Thrombozytenkonzentrate;63.655,69 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.35;8-800.n5;194 bis unter 210 pathogeninaktivierte Thrombozytenkonzentrate;68.128,79 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.36;8-800.n6;210 bis unter 226 pathogeninaktivierte Thrombozytenkonzentrate;73.634,15 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.37;8-800.n7;226 bis unter 242 pathogeninaktivierte Thrombozytenkonzentrate;79.139,50 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.38;8-800.n8;242 bis unter 258 pathogeninaktivierte Thrombozytenkonzentrate;84.644,86 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.39;8-800.n9;258 bis unter 274 pathogeninaktivierte Thrombozytenkonzentrate;90.150,22 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.40;8-800.na;274 bis unter 294 pathogeninaktivierte Thrombozytenkonzentrate;95.999,66 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.41;8-800.nb;294 bis unter 314 pathogeninaktivierte Thrombozytenkonzentrate;102.881,36 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.42;8-800.nc;314 bis unter 334 pathogeninaktivierte Thrombozytenkonzentrate;109.763,05 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.43;8-800.nd;334 bis unter 354 pathogeninaktivierte Thrombozytenkonzentrate;116.644,75 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.44;8-800.ne;354 bis unter 374 pathogeninaktivierte Thrombozytenkonzentrate;123.526,44 €
ZE164;Gabe von pathogeninaktivierten Thrombozytenkonzentraten;ZE164.45;8-800.nf;374 oder mehr pathogeninaktivierte Thrombozytenkonzentrate;130.408,14 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;;;Transfusion von Vollblut, Erythrozytenkonzentrat und Thrombozytenkonzentrat: Pathogeninaktiviertes Apherese-Thrombozytenkonzentrat;Transfusion von Vollblut, Erythrozytenkonzentrat und Thrombozytenkonzentrat: Pathogeninaktiviertes Apherese-Thrombozytenkonzentrat
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.016);8-800.d0;1 pathogeninaktiviertes Apherese-Thrombozytenkonzentrat;465,48 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.02;8-800.d1;2 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;930,95 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.03;8-800.d2;3 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;1.396,43 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.04;8-800.d3;4 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;1.861,90 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.05;8-800.d4;5 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;2.327,38 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.06;8-800.d5;6 bis unter 8 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;3.025,59 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.07;8-800.d6;8 bis unter 10 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;3.956,55 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.08;8-800.d7;10 bis unter 12 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;4.887,50 €
