DRG;Partition;Bezeichnung;Bewertungsrelation bei Hauptabteilung;Bewertungsrelation bei Hauptabteilung und Beleghebamme;Mittlere Verweildauer;Untere Grenzverweildauer;Untere Grenzverweildauer: Bewertungsrelation pro Tag;Obere Grenzverweildauer;Obere Grenzverweildauer: Bewertungsrelation pro Tag;Externe Verlegung Abschlag pro Tag;Verlegungsfallpauschale;Ausnahme von Wiederaufnahme;Pflegeerlös Bewertungsrelation pro Tag
J08A;O;Bestimmte Hauttransplantation oder Debridement mit Eingriff an Kopf und Hals oder mit bestimmtem Eingriff an Haut und Unterhaut oder Eingriffe an der Haut der unteren Extremität bei Ulkus oder Infektion / Entzündung, mit äußerst schweren CC;2,628;;19,5;5;0,288;37;0,062;0,084;;;0,9933
J08B;O;Bestimmte Hauttransplantation oder Debridement ohne Eingriff an Kopf und Hals, ohne bestimmten Eingriff an Haut und Unterhaut oder ohne äußerst schwere CC;1,099;;8,4;2;0,225;18;0,057;0,072;;;0,6735
J09A;O;Eingriffe bei Sinus pilonidalis und perianal, Alter < 16 Jahre;0,580;;2,7;1;0,177;6;0,070;0,073;;;1,1606
J09B;O;Eingriffe bei Sinus pilonidalis und perianal, Alter > 15 Jahre;0,507;;2,6;1;0,143;6;0,067;0,070;;;0,8962
J10A;O;Plastische Operationen an Haut, Unterhaut und Mamma mit äußerst schweren oder schweren CC oder mit komplexem Eingriff;0,958;;5,9;1;0,251;13;0,059;0,072;;;0,7097
J10B;O;Plastische Operationen an Haut, Unterhaut und Mamma ohne äußerst schwere oder schwere CC, ohne komplexen Eingriff;0,636;;3,7;1;0,157;8;0,060;0,068;;;0,7013
J11A;O;Andere Eingriffe an Haut, Unterhaut und Mamma mit komplexem Eingriff bei komplizierender Diagnose oder bei Para- / Tetraplegie oder selektive Embolisation bei Hämangiom;1,139;;9,7;2;0,288;21;0,063;0,081;;;0,8373
J11B;O;Andere Eingriffe an Haut, Unterhaut und Mamma mit komplizierender Diagnose oder mit mäßig komplexer Prozedur oder Diagnose oder Alter < 18 Jahre mit äußerst schweren oder schweren CC oder mit bestimmtem Eingriff bei bösartiger Neubildung oder Pemphigoid;0,818;;5,0;1;0,315;13;0,065;0,078;;;0,8086
J11C;O;Andere Eingriffe an Haut, Unterhaut und Mamma ohne kompliz. Diag., ohne mäßig kompl. Proz. od. Diagn., Alter > 17 J. od. ohne äuß. schw. oder schw. CC, mit best. Eingr. od. mit Hidradenitis suppurativa od. bei BNB/Pemphigoid od. mit kl. Eingr. an d. Haut;0,535;;3,3;1;0,146;7;0,063;0,069;;;0,7624
J11D;O;Andere Eingriffe an Haut, Unterhaut und Mamma ohne kompliz. Diag., ohne mäßig kompl. Proz. od. Diag., Alter > 17 J. od. ohne äuß. schw. oder schw. CC, ohne best. Eingr., ohne Hidradenitis suppurativa, auß. b. BNB od. Pemphigoid, oh. kl. Eingr. an d. Haut;0,474;;2,9;1;0,142;6;0,065;0,069;;;0,8221
J12Z;O;Komplexe beidseitige plastische Rekonstruktion der Mamma;4,596;;9,7;2;0,325;17;0,070;0,091;;;0,8925
J14Z;O;Plastische Rekonstruktion der Mamma bei BNB mit aufwend. Rekonstr. oder beidseit. Mastektomie bei BNB oder Strahlenther. mit operat. Proz. bei Krankh. und Störungen an Haut, Unterhaut und Mamma, mit beidseit. Prothesenimpl. oder Impl. eines Hautexpanders;2,266;;7,5;1;0,398;14;0,074;0,094;;;0,7529
J16A;O;Beidseitige Mastektomie bei bösartiger Neubildung;1,633;;6,7;1;0,418;14;0,088;0,109;;;0,8156
J16B;O;Strahlentherapie mit operativer Prozedur bei Krankheiten und Störungen an Haut, Unterhaut und Mamma;1,436;;4,8;1;0,494;11;0,170;0,141;;;0,8599
J17Z;O;Strahlentherapie bei Krankheiten und Störungen an Haut, Unterhaut und Mamma, Bestrahlungen an mindestens 9 Tagen;3,299;;25,5;8;0,354;44;0,125;0,120;;x;0,8653
J18A;O;Strahlentherapie bei Krankheiten und Störungen an Haut, Unterhaut und Mamma, mehr als ein Belegungstag, Bestrahlungen an mindestens 5 Tagen;1,957;;14,7;4;0,379;31;0,129;0,120;;x;0,8741
J18B;O;Strahlentherapie bei Krankheiten und Störungen an Haut, Unterhaut und Mamma, mehr als ein Belegungstag, Bestrahlungen an weniger als 5 Tagen;1,131;;9,3;2;0,364;23;0,118;0,106;;x;0,8935
J21Z;O;Andere Hauttransplantation oder Debridement mit Lymphknotenexzision oder schweren CC;1,192;;8,1;2;0,241;20;0,062;0,079;;;0,7411
J22Z;O;Andere Hauttransplantation oder Debridement ohne komplexen Eingriff, ohne komplexe Diagnose, ohne äußerst schwere oder schwere CC oder mit Weichteildeckung oder Mehrfachtumoren der Haut oder Erysipel;0,688;;4,7;1;0,318;11;0,056;0,066;;;0,6746
J23Z;O;Große Eingriffe an der Mamma bei bösartiger Neubildung ohne komplexen Eingriff, ohne bestimmten Eingriff an den weiblichen Geschlechtsorganen bei bösartiger Neubildung;1,261;;5,6;1;0,526;12;0,080;0,097;;;0,7716
J24A;O;Eingriffe an der Mamma außer bei bösartiger Neubildung mit ausgedehntem Eingriff, mit Prothesenimplantation oder bestimmter Mammareduktionsplastik;1,322;;4,5;1;0,389;9;0,062;0,072;;;0,7633
J24B;O;Eingriffe an der Mamma außer bei bösartiger Neubildung mit ausgedehntem Eingriff, ohne Prothesenimplantation, ohne bestimmte Mammareduktionsplastik;1,187;;3,9;1;0,472;8;0,077;0,088;;;0,7504
J24C;O;Eingriffe an der Mamma außer bei bösartiger Neubildung ohne ausgedehnten Eingriff, mit komplexem Eingriff;0,911;;3,2;1;0,291;7;0,072;0,078;;;0,8639
J24D;O;Eingriffe an der Mamma außer bei bösartiger Neubildung ohne ausgedehnten Eingriff, ohne komplexen Eingriff;0,638;;2,5;1;0,159;5;0,085;0,087;;;1,0083
J25Z;O;Kleine Eingriffe an der Mamma bei bösartiger Neubildung ohne äußerst schwere oder schwere CC;0,776;;3,0;1;0,224;6;0,091;0,097;;;0,8632
J26Z;O;Plastische Rekonstruktion der Mamma mit komplexer Hauttransplantation oder große Eingriffe an der Mamma bei bösartiger Neubildung mit komplexem Eingriff oder bestimmtem Eingriff an den weiblichen Geschlechtsorganen bei bösartiger Neubildung;3,288;;10,4;2;0,341;20;0,069;0,090;;;0,8937
J35Z;O;Komplexe Vakuumbehandlung bei Krankheiten und Störungen an Haut, Unterhaut und Mamma;3,463;;25,2;7;0,236;43;0,075;0,072;;;0,9174
J44Z;A;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen an Haut, Unterhaut und Mamma;1,458;;20,5;;;31;0,049;0,066;;;0,7661
J61A;M;Schwere Erkrankungen der Haut, mehr als ein BT, Alter > 17 Jahre oder mit kompl. Diagn., mit äuß. schw. CC od. Hautulkus bei Para-/Tetraplegie od. hochkompl. Diagn. od. Epid. bullosa, Alter < 10 Jahre oder mit schwerer Erkr. der Haut, mit aufw. Behandl.;1,141;;11,8;3;0,281;24;0,095;0,088;;;1,1432
J61B;M;Schwere Erkrankungen der Haut, mehr als ein Belegungstag, Alter > 17 Jahre, ohne äußerst schwere CC, ohne hochkomplexe Diagnose, mit schwerer Erkrankung der Haut, ohne aufwendige Behandlung;0,780;;9,2;2;0,255;18;0,058;0,075;;;0,6153
J61C;M;Schwere Erkrankungen der Haut, mehr als ein Belegungstag, Alter < 18 Jahre, ohne hochkomplexe Diagnose oder mäßig schwere Hauterkrankungen, mehr als ein Belegungstag;0,490;;5,7;;;12;0,058;0,071;;;0,7118
J62A;M;Bösartige Neubildungen der Mamma, mehr als ein Belegungstag, mit äußerst schweren CC;1,416;;13,7;4;0,270;28;0,069;0,092;;x;1,0433
J62B;M;Bösartige Neubildungen der Mamma, ein Belegungstag oder ohne äußerst schwere CC;0,615;;6,0;1;0,382;14;0,069;0,085;;x;0,9160
J64A;M;Infektion / Entzündung der Haut und Unterhaut oder Hautulkus mit äußerst schweren CC;1,403;;15,0;4;0,269;29;0,063;0,084;;;1,0394
J64B;M;Bestimmte Infektion / Entzündung der Haut und Unterhaut oder Hautulkus ohne äußerst schwere CC oder Alter < 6 Jahre;0,496;;6,4;1;0,315;13;0,053;0,066;;;0,7193
J64C;M;Andere Infektion / Entzündung der Haut und Unterhaut, Alter > 5 Jahre;0,437;;4,6;1;0,166;11;0,058;0,068;;;0,7579
J65A;M;Verletzung der Haut, Unterhaut und Mamma, mehr als 1 Belegungstag;0,353;;3,2;;;8;0,072;0,079;;;0,8598
J65B;M;Verletzung der Haut, Unterhaut und Mamma, ein Belegungstag;0,197;;1,0;;;;;;;;1,2659
J67A;M;Bestimmte Erkrankungen der Mamma außer bösartige Neubildung oder moderate Hauterkrankungen;0,462;;4,8;1;0,205;11;0,060;0,070;;;0,7239
J67B;M;Andere Erkrankungen der Mamma außer bösartige Neubildung oder leichte Hauterkrankungen;0,331;;3,5;1;0,041;8;0,062;0,068;;;0,8395
J68A;M;Erkrankungen der Haut, ein Belegungstag, mit komplexer Diagnose oder Alter < 16 Jahre;0,199;;1,0;;;;;;;x;1,3938
J68B;M;Erkrankungen der Haut, ein Belegungstag, ohne komplexe Diagnose, Alter > 15 Jahre;0,166;;1,0;;;;;;;;0,9773
J77Z;M;Komplexbehandlung bei isolationspflichtigen Erregern bei Krankheiten und Störungen an Haut, Unterhaut und Mamma;1,298;;13,7;;;27;0,058;0,078;;;1,0368
MDC 10 Endokrine, Ernährungs- und Stoffwechselkrankheiten;;;;;;;;;;;;;
K03A;O;Eingriffe an der Nebenniere bei bösartiger Neubildung oder Eingriff an der Hypophyse, Alter < 18 Jahre;3,080;;9,6;2;0,536;17;0,167;0,151;;;1,7597
K03B;O;Eingriffe an der Nebenniere bei bösartiger Neubildung oder Eingriff an der Hypophyse, Alter > 17 Jahre;2,096;;9,6;2;0,372;18;0,158;0,106;;;0,9888
K04Z;O;Große Eingriffe bei Adipositas;1,668;;4,3;1;0,227;8;0,074;0,086;;;0,9128
K06A;O;Eingriffe an Schilddrüse, Nebenschilddrüse und Ductus thyreoglossus mit IntK > 392 / 368 / - Punkte oder bei BNB, mit äußerst schweren CC oder Parathyreoidektomie oder äußerst schwere oder schwere CC, mit Thyreoidektomie durch Sternotomie;3,529;;14,6;4;0,362;31;0,087;0,116;;;1,2947
K06B;O;Eingriffe an Schilddrüse, Nebenschilddrüse und Ductus thyreoglossus ohne IntK > 392 / 368 / - Punkte, bei BNB oder mit äuß. schw. oder schw. CC oder Eingr. an der Schilddrüse außer kl. Eingr., mit Thyreoidektomie durch Sternotomie oder Alter < 16 Jahre;1,207;;3,3;1;0,184;8;0,077;0,084;;;0,8832
K06C;O;Eingriffe an Schilddrüse, Nebenschilddrüse u. Ductus thyreoglossus ohne IntK > 392 / 368 / - Punkte, außer bei BNB, oh. äuß. schw. oder schw. CC, mit Eingr. an der Schilddrüse außer kl. Eingriffe, ohne Thyreoidektomie durch Sternotomie, Alter > 15 Jahre;1,029;;2,9;1;0,075;6;0,073;0,078;;;0,8353
K06D;O;Kleine Eingriffe an Schilddrüse, Nebenschilddrüse und Ductus thyreoglossus ohne IntK > 392 / 368 / - Punkte, außer bei bösartiger Neubildung, ohne äußerst schwere oder schwere CC;0,846;;2,6;1;0,153;5;0,074;0,077;;;0,8155
K07A;O;Andere Eingriffe bei Adipositas mit bestimmten größeren Eingriffen am Magen oder Darm;1,477;;5,0;1;0,204;10;0,058;0,068;;;0,8151
K07B;O;Andere Eingriffe bei Adipositas ohne bestimmte größere Eingriffe am Magen oder Darm;1,155;;3,5;1;0,157;7;0,063;0,070;;;1,0660
K09A;O;Andere Prozeduren bei endokrinen, Ernährungs- und Stoffwechselkrankheiten mit hochkomplexem Eingriff oder mit best. Eingriff, mit äußerst schweren CC oder Alter < 7 Jahre;3,103;;20,8;6;0,322;39;0,076;0,103;;;1,1612
K09B;O;Andere Prozeduren bei endokrinen, Ernährungs- und Stoffwechselkrankheiten mit bestimmtem Eingriff, mit äußerst schweren CC oder Alter < 7 Jahre oder mit mäßig komplexem Eingriff, Alter < 16 Jahre;2,290;;14,9;4;0,286;31;0,067;0,090;;;0,9756
K09C;O;Andere Prozeduren bei endokrinen, Ernährungs- und Stoffwechselkrankheiten mit mäßig komplexem Eingriff, Alter > 15 Jahre;1,184;;5,9;1;0,562;15;0,065;0,079;;;0,8312
K09D;O;Andere Prozeduren bei endokrinen, Ernährungs- und Stoffwechselkrankheiten ohne mäßig komplexen Eingriff;0,782;;3,8;1;0,280;10;0,058;0,065;;;0,8326
K14Z;O;Andere Eingriffe an der Nebenniere oder ausgedehnte Lymphadenektomie;1,656;;5,8;1;0,283;14;0,069;0,084;;;0,9120
K15A;O;Strahlentherapie bei endokrinen, Ernährungs- und Stoffwechselkrankheiten, mehr als ein Belegungstag, mit hochkomplexer Radiojodtherapie;0,918;;3,1;;;6;0,209;0,226;;x;0,8681
K15B;O;Strahlentherapie bei endokrinen, Ernährungs- und Stoffwechselkrankheiten, mehr als ein Belegungstag, ohne hochkomplexe Radiojodtherapie;1,389;;12,3;3;0,330;27;0,127;0,100;;x;0,8438
K15C;O;Strahlentherapie bei endokrinen, Ernährungs- und Stoffwechselkrankheiten, mehr als ein Belegungstag, mit mäßig komplexer Radiojodtherapie bei bösartiger Neubildung oder mit bestimmter nuklearmedizinischer Therapie;0,722;;3,3;;;6;0,216;0,166;;x;1,1992
K15D;O;Strahlentherapie bei endokrinen, Ernährungs- und Stoffwechselkrankheiten, mehr als ein Belegungstag, mit mäßig komplexer Radiojodtherapie, außer bei bösartiger Neubildung, ohne bestimmte nuklearmedizinische Therapie;0,745;;6,2;;;13;0,119;0,102;;x;0,8560
K15E;O;Strahlentherapie bei endokrinen, Ernährungs- und Stoffwechselkrankheiten, mehr als ein Belegungstag, mit anderer Radiojodtherapie;0,452;;3,2;;;7;0,142;0,108;;x;0,9816
K25Z;O;Komplexbehandlung bei multiresistenten Erregern mit bestimmter OR-Prozedur bei endokrinen, Ernährungs- und Stoffwechselkrankheiten;2,588;;25,3;;;43;0,055;0,076;;;0,9422
K33Z;O;Mehrzeitige komplexe OR-Prozeduren bei endokrinen, Ernährungs- und Stoffwechselkrankheiten;4,829;;22,1;6;0,352;40;0,167;0,107;;;1,1511
K38Z;O;Hämophagozytäre Erkrankungen;2,603;;13,5;4;0,502;27;0,186;0,173;;;1,3497
K44Z;A;Geriatrische frührehabilitative Komplexbehandlung bei endokrinen, Ernährungs- und Stoffwechselkrankheiten;1,473;;19,9;6;0,205;30;0,050;0,069;;;0,7975
K60A;M;Diabetes mellitus und schwere Ernährungsstörungen, Alter < 6 Jahre, mit multimodaler Komplexbehandlung bei Diabetes mellitus oder intensivmedizinischer Komplexbehandlung > 196 / 184 / - Aufwandspunkte;1,833;;12,5;3;0,448;23;0,101;0,133;;;1,7536
K60B;M;Diabetes mellitus und schwere Ernährungsstörungen, Alter > 5 Jahre und Alter < 18 Jahre und multimodale Komplexbehandlung bei Diabetes mellitus, ohne intensivmedizinische Komplexbehandlung > 196 / 184 / - Aufwandspunkte;1,186;;9,7;2;0,390;15;0,120;0,109;;;1,2808
K60C;M;Diabetes mellitus und schwere Ernährungsstörungen, Alter > 17 Jahre oder ohne multimodale Komplexbehandlung bei Diabetes mellitus oder schwerste Ernährungsstörungen oder äußerst schwere CC, mehr als ein Belegungstag;1,366;;13,3;3;0,328;27;0,069;0,092;;;1,1028
K60D;M;Diabetes mellitus ohne äußerst schwere CC, Alter < 11 Jahre oder Alter < 16 Jahre mit schweren CC oder multiplen Komplikationen oder Ketoazidose oder Koma, ohne multimodale Komplexbehandlung bei Diabetes mellitus;0,444;;3,8;1;0,248;8;0,080;0,091;;;1,4043
K60E;M;Diabetes mellitus mit schweren CC oder mit komplexer Diagnose, Alter > 15 Jahre, mehr als ein Belegungstag;0,766;;8,8;2;0,249;16;0,059;0,076;;;0,6490
K60F;M;Diabetes mellitus, Alter > 10 Jahre, ein Belegungstag oder ohne äußerst schwere oder schwere CC oder ohne komplexe Diagnose;0,568;;6,5;1;0,397;14;0,059;0,073;;;0,6453
K62A;M;Verschiedene Stoffwechselerkrankungen bei Para- / Tetrapleg. oder mit kompliz. Diagnose oder endoskopischer Einlage eines Magenballons oder Alter < 16 Jahre, mit äußerst schweren CC oder best. aufwendiger / hochaufw. Behandlung, mehr als ein Belegungstag;1,428;;14,1;4;0,273;28;0,068;0,090;;;1,1691
K62B;M;Verschiedene Stoffwechselerkrankungen bei Para- / Tetrapleg. oder mit kompliz. Diagnose oder endoskop. Einlage eines Magenballons oder Alter < 16 Jahre, ein Belegungstag od. ohne äußerst schwere CC od. ohne best. aufwendige / hochaufwendige Behandlung;0,555;;5,5;1;0,321;13;0,067;0,081;;;1,0951
K62C;M;Verschiedene Stoffwechselerkrankungen außer bei Para- / Tetraplegie, ohne kompliz. Diagnose, ohne endoskopische Einlage eines Magenballons, ohne äußerst schwere CC oder ein Belegungstag, ohne best. aufwendige / hochaufwendige Behandlung, Alter > 15 Jahre;0,486;;5,2;1;0,298;12;0,062;0,074;;;0,8839
K63A;M;Angeborene Stoffwechselstörungen, mehr als ein Belegungstag, Alter < 6 Jahre oder mit komplexer Diagnose oder intensivmedizinischer Komplexbehandlung > 196 / 184 / - Aufwandspunkte;0,692;;4,3;;;11;0,150;0,121;;;1,5858
K63B;M;Angeborene Stoffwechselstörungen, mehr als ein Belegungstag, Alter > 5 Jahre, ohne komplexe Diagnose, ohne intensivmedizinische Komplexbehandlung > 196 / 184 / - Aufwandspunkte;0,580;;5,0;;;12;0,074;0,088;;;0,8312
K63C;M;Angeborene Stoffwechselstörungen, ein Belegungstag;0,198;;1,0;;;;;;;;1,2365
K64A;M;Endokrinopathien mit komplexer Diagnose und äußerst schweren CC oder intensivmedizinischer Komplexbehandlung > 196 / 184 / - Aufwandspunkte;1,870;;12,5;3;0,459;26;0,146;0,136;;x;1,4354
K64B;M;Endokrinopathien mit komplexer Diagnose oder äußerst schweren CC, Alter < 6 Jahre, ohne intensivmedizinische Komplexbehandlung > 196 / 184 / - Aufwandspunkte;1,275;;7,0;1;0,613;14;0,175;0,153;;x;2,0105
K64C;M;Endokrinopathien mit komplexer Diagnose oder äußerst schweren CC, Alter > 5 Jahre oder mit bestimmter komplexer Diagnose oder mit invasiver endokrinologischer Diagnostik oder Alter < 18 Jahre bei bösartiger Neubildung;0,749;;7,0;1;0,485;17;0,072;0,091;;x;0,9241
K64D;M;Endokrinopathien ohne komplexe Diagnose, ohne bestimmte Diagnose, ohne äußerst schwere CC, ohne invasive endokrinologische Diagnostik, Alter > 17 Jahre oder außer bei bösartiger Neubildung;0,493;;4,8;1;0,282;11;0,069;0,081;;x;0,7554
K77Z;M;Komplexbehandlung bei isolationspflichtigen Erregern bei endokrinen, Ernährungs- und Stoffwechselkrankheiten;1,956;;20,8;;;34;0,064;0,087;;;1,0915
MDC 11 Krankheiten und Störungen der Harnorgane;;;;;;;;;;;;;
L02A;O;Operatives Einbringen eines Peritonealdialysekatheters, Alter < 10 Jahre oder Blasenrekonstruktion und kontinenter Pouch bei Neubildung mit Multiviszeraleingriff oder Verschluss einer Blasenekstrophie;4,492;;18,4;5;0,346;30;0,079;0,107;;;1,4260
L02B;O;Operatives Einbringen eines Peritonealdialysekatheters, Alter > 9 Jahre mit akuter Niereninsuffizienz oder mit chronischer Niereninsuffizienz mit Dialyse;1,523;;13,2;3;0,243;28;0,051;0,068;;;0,6963
L02C;O;Operatives Einbringen eines Peritonealdialysekatheters, Alter > 9 Jahre, ohne akute Niereninsuffizienz, ohne chronische Niereninsuffizienz mit Dialyse;0,801;;4,2;1;0,170;9;0,057;0,066;;;0,7073
L03Z;O;Bestimmte Nieren-, Ureter- und große Harnblaseneingriffe bei Neubildung, Alter < 19 Jahre oder mit äußerst schweren CC oder bestimmter Kombinationseingriff, ohne großen Eingriff am Darm;3,885;;17,7;5;0,313;32;0,160;0,100;;;1,0798
L04A;O;Bestimmte komplexe Nieren-, Ureter- und große Harnblaseneingriffe außer bei Neubildung, ohne äußerst schwere CC, ohne Kombinationseingriff oder bestimmte Harnblaseneingriffe oder Alter < 16 Jahre;1,956;;8,3;2;0,230;17;0,058;0,074;;;0,8842
L04B;O;Andere Nieren-, Ureter- und große Harnblaseneingriffe außer bei Neubildung, ohne äußerst schwere CC, ohne Kombinationseingriff, ohne bestimmte Harnblaseneingriffe, Alter > 15 Jahre;1,512;;6,7;1;0,272;15;0,057;0,071;;;0,7545
L06A;O;Bestimmte kleine Eingriffe an den Harnorganen mit äußerst schweren CC;2,295;;16,2;4;0,314;33;0,068;0,091;;;1,0621
L06B;O;Kleine Eingriffe an den Harnorganen ohne äußerst schwere CC oder ohne bestimmte Prozeduren oder Alter < 16 Jahre;0,921;;5,5;1;0,425;13;0,059;0,071;;;0,8033
L06C;O;Andere kleine Eingriffe an den Harnorganen, Alter > 15 Jahre;0,572;;2,7;1;0,115;6;0,068;0,071;;;0,8777
L07Z;O;Andere Nieren-, Ureter-, Prostata- und große Harnblaseneingriffe bei Neubildung, Alter < 19 Jahre oder mit äußerst schweren CC oder anderer Kombinationseingriff oder bestimmte Zystektomien, ohne großen Eingriff am Darm;3,238;;16,0;4;0,342;30;0,075;0,101;;;1,0780
L08Z;O;Komplexe Eingriffe an der Urethra;1,256;;6,4;1;0,707;14;0,056;0,069;;;0,9328
L09A;O;And. Eingr. bei Erkr. der Harnorg. mit Anl. Dialyseshunt bei akut. Nierenins. od. bei chron. Nierenins. mit Dialyse od. auß. Anl. Dialyseshunt, m. Kalziphylaxie od. best. Laparotomie od. m. kompl. OR-Proz. od. kompl. Eingr., Alt. < 2 J. od. äuß. schw. CC;3,752;;23,1;7;0,298;41;0,072;0,099;;;1,0380
L09B;O;Andere Eingriffe bei Erkrankungen der Harnorgane mit Anlage Dialyseshunt bei akuter Niereninsuffizienz od. bei chronischer Niereninsuff. mit Dialyse od. außer Anlage Dialyseshunt, m. Kalziphylaxie od. best. Laparotomie, Alter > 1 Jahr, ohne äuß. schw. CC;1,812;;12,1;3;0,251;26;0,058;0,076;;;0,7770
L09C;O;Andere Eingriffe bei Erkrankungen der Harnorgane auß. Anlage Dialyseshunt, ohne Kalziphylaxie, ohne best. Laparotomie, ohne best. Eingriff an Präputium od. Nebenschilddrüse, Alter < 2 J. od. mit äuß. schw. CC, ohne kompl. OR-Proz., ohne kompl. Eingriff;2,428;;18,9;5;0,335;36;0,074;0,101;;;1,0517
L09D;O;Andere Eingriffe bei Erkrankungen der Harnorgane ohne Anlage eines Dialyseshunts bei akuter Niereninsuffizienz od. bei chronischer Niereninsuffizienz mit Dialyse, ohne Kalziphylaxie, ohne best. Laparotomie, mit best. anderen Eingriff od. Alter < 18 Jahre;1,238;;6,5;1;0,588;17;0,067;0,083;;;0,8032
L09E;O;Andere Eingriffe bei Erkrankungen der Harnorgane ohne Anlage eines Dialyseshunts bei akuter Niereninsuffizienz oder bei chron. Niereninsuff. mit Dialyse, ohne Kalziphylaxie, ohne best. Laparotomie, ohne bestimmten anderen Eingriff, Alter > 17 Jahre;0,777;;3,2;1;0,184;8;0,059;0,064;;;0,7731
L10Z;O;Blasenrekonstruktion und kontinenter Pouch bei Neubildung ohne Multiviszeraleingriff oder Nieren-, Ureter- und große Harnblaseneingriffe bei Neubildung, Alter < 19 Jahre oder mit äußerst schweren CC oder Kombinationseingriff, mit großem Eingriff am Darm;4,730;;21,7;6;0,325;37;0,074;0,100;;;0,9595
L11Z;O;Komplexe transurethrale, perkutan-transrenale und andere retroperitoneale Eingriffe mit extrakorporaler Stoßwellenlithotripsie (ESWL), ohne äußerst schwere CC;1,542;;7,5;2;0,248;14;0,070;0,088;;;0,7445
L12A;O;Strahlentherapie bei Krankheiten und Störungen der Harnorgane, mehr als ein Belegungstag, Bestrahlungen an mindestens 9 Tagen;3,061;;24,5;7;0,368;42;0,120;0,116;;x;0,7512
L12B;O;Strahlentherapie bei Krankheiten und Störungen der Harnorgane, mehr als ein Belegungstag, Bestrahlungen an weniger als 9 Tagen;1,146;;9,0;2;0,358;22;0,120;0,108;;x;0,8328
L13A;O;Nieren-, Ureter- und große Harnblaseneingriffe bei Neubildung, Alter > 18 Jahre, ohne Kombinationseingriff, mit bestimmtem Eingriff mit CC oder mit komplexem Eingriff;2,354;;10,4;2;0,321;20;0,065;0,084;;;0,8166
